metric,year,unit,source_status,original_value,bridge_factor,bridge_applied,harmonized_value,bridge_anchor_old_2018_value,bridge_anchor_revised_2019_value,bulletin_2019_comparable_price_growth_percent,implied_2018_bridge_anchor,harmonization_method,harmonization_warning
jizhou_gdp,2020,100m_cny,official_yearbook,230.3400000000,0.5635980725,False,230.3400000000,381.6600000000,219.6200000000,2.1000000000,215.1028403526,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_gdp,2021,100m_cny,official_revised,274.2034000000,0.5635980725,False,274.2034000000,381.6600000000,219.6200000000,2.1000000000,215.1028403526,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_gdp,2022,100m_cny,official_revised,282.2414000000,0.5635980725,False,282.2414000000,381.6600000000,219.6200000000,2.1000000000,215.1028403526,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_gdp,2023,100m_cny,official_final,288.3062000000,0.5635980725,False,288.3062000000,381.6600000000,219.6200000000,2.1000000000,215.1028403526,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_gdp,2024,100m_cny,official_yearbook,298.8650000000,0.5635980725,False,298.8650000000,381.6600000000,219.6200000000,2.1000000000,215.1028403526,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_gdp,2025,100m_cny,official_initial,311.9400000000,0.5635980725,False,311.9400000000,381.6600000000,219.6200000000,2.1000000000,215.1028403526,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2010,100m_cny,official_yearbook,136.2300000000,0.5596613466,True,76.2426652520,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2011,100m_cny,official_yearbook,147.0200000000,0.5596613466,True,82.2814111821,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2012,100m_cny,official_yearbook,168.3600000000,0.5596613466,True,94.2245843193,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2013,100m_cny,official_yearbook,184.9800000000,0.5596613466,True,103.5261559004,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2014,100m_cny,official_yearbook,205.2700000000,0.5596613466,True,114.8816846236,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2015,100m_cny,official_yearbook,239.0100000000,0.5596613466,True,133.7646584590,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2016,100m_cny,official_yearbook,228.4400000000,0.5596613466,True,127.8490380251,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2017,100m_cny,official_yearbook,213.3800000000,0.5596613466,True,119.4205381448,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2018,100m_cny,official_yearbook,234.3200000000,0.5596613466,True,131.1398467433,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2019,100m_cny,official_yearbook,136.9100000000,0.5596613466,False,136.9100000000,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2020,100m_cny,official_yearbook,141.5400000000,0.5596613466,False,141.5400000000,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2021,100m_cny,official_revised,161.9732000000,0.5596613466,False,161.9732000000,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2022,100m_cny,official_revised,171.2106000000,0.5596613466,False,171.2106000000,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2023,100m_cny,official_final,176.1714000000,0.5596613466,False,176.1714000000,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2024,100m_cny,official_yearbook,183.9654000000,0.5596613466,False,183.9654000000,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
jizhou_tertiary_value_added,2025,100m_cny,official_initial,195.1700000000,0.5596613466,False,195.1700000000,234.3200000000,136.9100000000,4.4000000000,131.1398467433,approximate_fixed_bridge_from_2019_revised_current_value_and_2019_bulletin_comparable_price_growth,"Approximate bridge for sensitivity analysis; not an official current-price backcast. The bulletin growth rate is at comparable prices while the annual levels are at current prices. The 2.1%/4.4% growth rates are from the 2019 bulletin initial release, while the 219.62/136.91 anchors are later-yearbook revised values; no matching finalized growth rates were found, so the bridge also contains a vintage mismatch."
