metric,unit,model,selected_ml_model,year,forecast,backtest_stress_lower,backtest_stress_upper,calibration_max_absolute_log_error,interval_note,native_gp_forecast,native_gp_interval95_lower,native_gp_interval95_upper,conditional_bayesian_forecast,conditional_bayesian_interval95_lower,conditional_bayesian_interval95_upper
tourist_visits,10k_persons,naive_last,False,2025,2643.000000,2230.503214,3131.781634,0.169687,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,naive_last,False,2029,221.000000,126.945170,384.740909,0.554407,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,naive_last,False,2030,221.000000,126.945170,384.740909,0.554407,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,ridge_regime,True,2025,253.962635,115.382923,558.982372,0.788931,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,ridge_regime,True,2026,289.333426,131.452945,636.834961,0.788931,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,ridge_regime,True,2027,329.630504,149.761129,725.530515,0.788931,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,ridge_regime,True,2028,375.539980,170.619196,826.579192,0.788931,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,ridge_regime,True,2029,427.843526,194.382282,941.701481,0.788931,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,ridge_regime,True,2030,487.431677,221.454985,1072.857493,0.788931,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,bayesian_ridge,False,2025,265.046958,119.066896,590.003540,0.800222,max rolling-origin absolute log error envelope; no coverage guarantee,,,,265.046958,227.061447,309.387132
tourism_comprehensive_income,100m_cny,bayesian_ridge,False,2026,313.661204,140.905846,698.220504,0.800222,max rolling-origin absolute log error envelope; no coverage guarantee,,,,313.661204,268.001961,367.099368
tourism_comprehensive_income,100m_cny,bayesian_ridge,False,2027,371.192152,166.750441,826.286351,0.800222,max rolling-origin absolute log error envelope; no coverage guarantee,,,,371.192152,315.936031,436.112378
tourism_comprehensive_income,100m_cny,bayesian_ridge,False,2028,439.275282,197.335388,977.841713,0.800222,max rolling-origin absolute log error envelope; no coverage guarantee,,,,439.275282,372.018146,518.691831
tourism_comprehensive_income,100m_cny,bayesian_ridge,False,2029,519.846049,233.530148,1157.194978,0.800222,max rolling-origin absolute log error envelope; no coverage guarantee,,,,519.846049,437.598785,617.551793
tourism_comprehensive_income,100m_cny,bayesian_ridge,False,2030,615.194902,276.363659,1369.444768,0.800222,max rolling-origin absolute log error envelope; no coverage guarantee,,,,615.194902,514.257866,735.943566
tourism_comprehensive_income,100m_cny,huber_regime,False,2025,262.554368,118.987327,579.345700,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,huber_regime,False,2026,308.822818,139.955781,681.440469,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,huber_regime,False,2027,363.244892,164.619385,801.526813,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,huber_regime,False,2028,427.257455,193.629315,942.775285,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,huber_regime,False,2029,502.550585,227.751499,1108.915165,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,huber_regime,False,2030,591.112192,267.886839,1304.332923,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,spline_ridge,False,2025,166.697359,74.005458,375.485948,0.812041,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,spline_ridge,False,2026,144.072792,63.961259,324.524092,0.812041,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,spline_ridge,False,2027,124.518886,55.280283,280.478901,0.812041,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,spline_ridge,False,2028,107.618883,47.777510,242.411630,0.812041,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,spline_ridge,False,2029,93.012589,41.293031,209.510940,0.812041,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,spline_ridge,False,2030,80.388697,35.688642,181.075611,0.812041,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,svr_rbf,False,2025,214.805931,132.711405,347.683667,0.481558,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,svr_rbf,False,2026,214.336527,132.421398,346.923892,0.481558,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,svr_rbf,False,2027,208.950550,129.093833,338.206181,0.481558,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,svr_rbf,False,2028,199.510430,123.261538,322.926456,0.481558,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,svr_rbf,False,2029,187.370520,115.761259,303.276866,0.481558,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,svr_rbf,False,2030,174.012336,107.508305,281.655385,0.481558,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,random_forest,False,2025,203.167066,135.666704,304.251934,0.403827,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,random_forest,False,2026,203.167066,135.666704,304.251934,0.403827,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,random_forest,False,2027,203.167066,135.666704,304.251934,0.403827,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,random_forest,False,2028,203.167066,135.666704,304.251934,0.403827,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,random_forest,False,2029,203.167066,135.666704,304.251934,0.403827,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,random_forest,False,2030,203.167066,135.666704,304.251934,0.403827,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,gaussian_process,False,2025,252.646208,134.899211,473.168864,0.627462,max rolling-origin absolute log error envelope; no coverage guarantee,252.646208,223.873818,285.116443,,,
tourism_comprehensive_income,100m_cny,gaussian_process,False,2026,289.950444,154.817626,543.034163,0.627462,max rolling-origin absolute log error envelope; no coverage guarantee,289.950444,241.617451,347.951935,,,
tourism_comprehensive_income,100m_cny,gaussian_process,False,2027,332.745716,177.667953,623.183359,0.627462,max rolling-origin absolute log error envelope; no coverage guarantee,332.745716,258.319288,428.615736,,,
tourism_comprehensive_income,100m_cny,gaussian_process,False,2028,381.628301,203.768571,714.733188,0.627462,max rolling-origin absolute log error envelope; no coverage guarantee,381.628301,274.144653,531.252966,,,
tourism_comprehensive_income,100m_cny,gaussian_process,False,2029,437.235683,233.459861,818.877565,0.627462,max rolling-origin absolute log error envelope; no coverage guarantee,437.235683,289.228894,660.981826,,,
tourism_comprehensive_income,100m_cny,gaussian_process,False,2030,500.269348,267.116379,936.930267,0.627462,max rolling-origin absolute log error envelope; no coverage guarantee,500.269348,303.889062,823.555212,,,
tourism_comprehensive_income,100m_cny,robust_ml_ensemble,False,2025,262.554368,118.987327,579.345700,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,robust_ml_ensemble,False,2026,308.822818,139.955781,681.440469,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,robust_ml_ensemble,False,2027,363.244892,164.619385,801.526813,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,robust_ml_ensemble,False,2028,427.257455,193.629315,942.775285,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,robust_ml_ensemble,False,2029,502.550585,227.751499,1108.915165,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
tourism_comprehensive_income,100m_cny,robust_ml_ensemble,False,2030,591.112192,267.886839,1304.332923,0.791441,max rolling-origin absolute log error envelope; no coverage guarantee,,,,,,
